ota_hotel_id,master_id,name,name_en,city,address,url,rooms_number,first_seen_date,last_seen_date
sobolinka_parkhotel_2,9761022,Парк-отель Соболинка,Sobolinka Park-Hotel,Байкальск,"квартал Красный Ключ, д.90, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid9761022/sobolinka_parkhotel_2,38,2026-03-17,2026-03-19
victory_hotel_4,8457230,Гостиница Виктория,Viktoriya Hotel,Иркутск,"улица Богдана Хмельницкого, д.1 Иркутск, Россия, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8457230/victory_hotel_4,30,2026-03-17,2026-03-19
vera_baikal,13308776,Отель Вера Байкал,Vera Baykal Hotel,Листвянка,"улица Горького, 8, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13308776/vera_baikal,38,2026-03-17,2026-03-19
ibis_irkutsk_center,8734978,Отель Ибис Иркутск Центр,Ibis Irkutsk Tsentr Hotel,Иркутск,"улица Полины Осипенко, дом 5, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8734978/ibis_irkutsk_center,128,2026-03-17,2026-03-19
olkhonstory_guest_house,8876953,Ольхон стори,Olkhon Story,Хужир,"улица Народная, д.19, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid8876953/olkhonstory_guest_house,6,2026-03-17,2026-03-17
dizajnerskaya_kvartira_v_tsentre_irkutska,9995434,Квартира в центре Иркутска,V Tsentre Irkutska,Иркутск,"улица Российская, д. 14А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9995434/dizajnerskaya_kvartira_v_tsentre_irkutska,,2026-03-17,2026-03-19
evropa_hotel,7828771,Отель Европа,Evropa Hotel,Иркутск,"улица Байкальская, д.69, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7828771/evropa_hotel,58,2026-03-17,2026-03-19
irkutsk_city_center,13384478,Отель Иркутск Сити Центр,Irkutsk Siti Centr Hotel,Иркутск,"ул. Чкалова, д. 15, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13384478/irkutsk_city_center,206,2026-03-17,2026-03-19
empire_hotel_3,7829344,Гостиница Империя,Empire Hotel,Иркутск,"ул. Польских Повстанцев, 1Б, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7829344/empire_hotel_3,49,2026-03-17,2026-03-19
rus_hotel_irkutsk,7774831,Гостиничный Комплекс Русь,Rus Hotel,Иркутск,"улица Свердлова, д.19, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7774831/rus_hotel_irkutsk,56,2026-03-17,2026-03-19
dohodnyij_dom_listratvoj_butikhotel,9024017,Отель Доходный дом Листратовой,Dohodnyij Dom Listratovoj Hotel,Иркутск,"Подгорная улица, д.16, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9024017/dohodnyij_dom_listratvoj_butikhotel,15,2026-03-17,2026-03-19
yakovlev_hotel,8742012,Отель Яковлевъ,Yakovlev` Hotel,Иркутск,"улица Тимирязева, д.9, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8742012/yakovlev_hotel,25,2026-03-17,2026-03-19
miniotel_good_hotel,10013559,Мини-Отель Good Hotel,Good Hotel Mini-Hotel,Иркутск,"ул Сибирская, стр. 21/2, помещ. 1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10013559/miniotel_good_hotel,6,2026-03-17,2026-03-19
gostevoy_dom_sunrise,10485526,Sunrise,Sunrise,Хужир,"Первомайская улица, 25А, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10485526/gostevoy_dom_sunrise,,2026-03-17,2026-03-19
azimut_aeroport_irkutsk_hotel,13317260,AZIMUT Отель Аэропорт Иркутск 4*,AZIMUT Hotel Airport Irkutsk 4*,Иркутск,"ул. Ширямова, 10А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13317260/azimut_aeroport_irkutsk_hotel,100,2026-03-17,2026-03-19
hotel_nuur_hotel,13174758,Отель Nuur Hotel,Nuur Hotel,Иркутск,"улица Карла Либкнехта, д. 85, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13174758/hotel_nuur_hotel,28,2026-03-17,2026-03-19
otel_irkut,8348721,Отель Иркут,Irkut Hotel,Иркутск,"улица Пролетарская, д.7, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8348721/otel_irkut,30,2026-03-17,2026-03-19
bajkal_hotel,7965294,Отель Байкал,Hotel Baykal,Листвянка,"Академическая улица, 13, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7965294/bajkal_hotel,72,2026-03-17,2026-03-19
angara_hotel,7806182,Ангара Отель,Angara Hotel,Иркутск,"улица Сухэ-Батора, д.7, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7806182/angara_hotel,300,2026-03-17,2026-03-19
hotel_premium_hotel_pushkin,13310309,Премиум-отель Пушкин,Pushkin Premium Hotel,Иркутск,"ул. Сухэ-Батора, 18, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13310309/hotel_premium_hotel_pushkin,46,2026-03-17,2026-03-19
7_dorog,7029576,Гостиница 7 дорог,7 Dorog Gostinitsa,Иркутск,"улица Ядринцева, д. 88, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7029576/7_dorog,19,2026-03-17,2026-03-19
inn_business_hall,8735100,Отель Business Hall,Business Hall Hotel,Иркутск,"улица Свердлова, д.10, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8735100/inn_business_hall,18,2026-03-17,2026-03-19
guest_house_baykaliya,13428580,Байкалия,Baykaliya,Листвянка,"Горная улица, 15, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13428580/guest_house_baykaliya,,2026-03-17,2026-03-19
hotel_nikola_2,8748287,Отель Никола,Nikola Hotel,Никола,"Иркутская область, Листвянка, Байкальский тракт 64-й км, поселок Никола, улица Ангарская, д. 15, Никола",https://ostrovok.ru/hotel/russia/irkutsk/mid8748287/hotel_nikola_2,27,2026-03-17,2026-03-19
international_hotel_sayen,7384846,SAYEN,SAYEN Hotel,Иркутск,"ул. Карла Маркса, 13Б, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7384846/international_hotel_sayen,25,2026-03-17,2026-03-19
matreshka_hotel,6332937,Отель Матрешка,Matreshka Hotel,Иркутск,"Улица Софьи Перовской, д.31/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6332937/matreshka_hotel,35,2026-03-17,2026-03-19
kheyvitsa_guest_house,11169967,Отель Гостевой Дом Хейвица,Gostevoj dom Kheyvitsa House,Иркутск,"улица Дзержинского, д. 44, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid11169967/kheyvitsa_guest_house,8,2026-03-17,2026-03-19
apartamentyi_v_irkutske,9993445,Меблированные комнаты в Иркутске,Living Quarters v Irkutske,Иркутск,"переулок Алексеева, д.2А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9993445/apartamentyi_v_irkutske,,2026-03-17,2026-03-19
minihotel_panda,6479321,Отель ДиаДэй,DiaDey Hotel,Иркутск,"улица Профсоюзная, д. 10/2, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6479321/minihotel_panda,9,2026-03-17,2026-03-19
gostinitsa_ustilim,7026078,Усть-Илим,Ust-Ilim,Усть-Илимск,"пр-т Дружбы Народов, д. 2, Усть-Илимск",https://ostrovok.ru/hotel/russia/irkutsk/mid7026078/gostinitsa_ustilim,80,2026-03-17,2026-03-19
arena_g_irkutsk,8491921,Отель Арена Иркутск,Arena Irkutsk Hotel,Иркутск,"ул. Желябова, 8А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8491921/arena_g_irkutsk,15,2026-03-17,2026-03-19
podlemorie_hotel,7679750,Отель Подлеморье,Podlemore Hotel,Листвянка,"улица Горького, д.31Б, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7679750/podlemorie_hotel,14,2026-03-17,2026-03-19
hotel_kurshavel_,6456691,Отель Куршавель,Kurshavel Hotel,Байкальск,"микрорайон Южный, 1-й квартал, д.6, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid6456691/hotel_kurshavel_,15,2026-03-17,2026-03-19
amurskiy,9079548,Отель Амурский,Amurskij Hotel,Иркутск,"улица Ленина, д.34, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9079548/amurskiy,17,2026-03-17,2026-03-19
gostinitsa_undina,9079103,Отель Ундина,Undina Hotel,Листвянка,"Ulitsa Kulikova,6, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9079103/gostinitsa_undina,30,2026-03-17,2026-03-19
burduguz_hotel_2,7829252,Парк-Отель Бурдугуз,Burduguz Hotel,Бурдугуз,"улица Лесная, д.1, Бурдугуз",https://ostrovok.ru/hotel/russia/irkutsk/mid7829252/burduguz_hotel_2,69,2026-03-17,2026-03-19
hotel_aziyayevropa,13393268,Отель Азия-Европа,Hotel Aziya-Yevropa,Иркутск,"улица Ядринцева, 1/7, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13393268/hotel_aziyayevropa,19,2026-03-17,2026-03-19
aristokrat_hotel,8745188,Отель Аристократ,Aristokrat Hotel,Иркутск,"улица Ленина, д.9, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8745188/aristokrat_hotel,12,2026-03-17,2026-03-19
mihail_strogov,8469949,Отель Михаил Строгов,Mihail Strogov Hotel,Иркутск,"улица Депутатская, д. 36, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8469949/mihail_strogov,20,2026-03-17,2026-03-19
city_park_hotel_13,9987117,Меблированные комнаты City Park,City Park Living quarters,Иркутск,"улица Красных Мадьяр, 29, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9987117/city_park_hotel_13,,2026-03-17,2026-03-19
hotel_khotej,13330760,Отель Хотэй,Khotej Hotel,Хужир,"Ольхонская улица, 10, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid13330760/hotel_khotej,25,2026-03-17,2026-03-19
mayak_hotel_listvyanka,7816262,Отель Маяк,Mayak Hotel,Листвянка,"улица Горького, дом 85а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7816262/mayak_hotel_listvyanka,54,2026-03-17,2026-03-19
grand_baikal,8481257,Отель Гранд Байкал,Grand Bajkal Hotel,Байкальск,"мкр. Красный Ключ, 91, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid8481257/grand_baikal,64,2026-03-17,2026-03-19
baikal_forest_hotel,9825031,Отель Baikal Forest,Baikal Forest Hotel,Иркутск,"улица Советская, д.58/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid9825031/baikal_forest_hotel,156,2026-03-17,2026-03-19
hotel_soyuz_2,8662950,Жилое помещение Союз,Living Quarters Soyuz,Иркутск,"проезд Юрия Тена, д.12/4, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8662950/hotel_soyuz_2,84,2026-03-17,2026-03-19
dom_baykal_guest_house,10151922,Меблированные комнаты Дом Байкал,Dom Baikal,Иркутск,"улица Лапина, д. 14, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10151922/dom_baykal_guest_house,15,2026-03-17,2026-03-19
baykal_guest_house_3,13308043,Меблированные комнаты Байкал,Baykal Lodging house,Листвянка,"улица Горная, д. 8А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13308043/baykal_guest_house_3,,2026-03-17,2026-03-19
miniotel_serdtse_baykala,11310800,Сердце Байкала,Serdtse Baykala,Листвянка,"улица Островского, 39, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid11310800/miniotel_serdtse_baykala,,2026-03-17,2026-03-19
montana_hostel,8746907,Меблированные комнаты Montana,Montana Living quarters,Иркутск,"улица Карла Либкнехта, д.6, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8746907/montana_hostel,9,2026-03-17,2026-03-19
miniotel_medveditsa,10019685,Меблированные комнаты Медведица,Medveditsa,Большое Голоустное,"улица Кирова,д. 132а, Большое Голоустное",https://ostrovok.ru/hotel/russia/irkutsk/mid10019685/miniotel_medveditsa,,2026-03-17,2026-03-19
lotos_hotel,7744038,Отель Лотос,Lotos Hotel,Иркутск,"Байкальская улица, д.14 Б, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7744038/lotos_hotel,23,2026-03-17,2026-03-19
lada_8,8878913,Отель Гостиница ЛАДА,Gostinitsa LADA Hotel,Хужир,"улица Таёжная, д.30, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid8878913/lada_8,22,2026-03-17,2026-03-19
nochleg_i_zavtrak_bb_shambala,10012287,Загородный отель Шамбала,Shambala Country Hotel,Хужир,"ул Северная, з/у 12А, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10012287/nochleg_i_zavtrak_bb_shambala,10,2026-03-17,2026-03-19
baykal_khan_listvyanka,10360512,Отель Ларч,Larch Hotel,Листвянка,"ул. Гудина, 22А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10360512/baykal_khan_listvyanka,18,2026-03-17,2026-03-19
hotel_barguzin,10012829,Меблированные комнаты Баргузин,Barguzin,Хужир,"улица Ворошилова, д.23А, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10012829/hotel_barguzin,,2026-03-17,2026-03-19
best_eastern_hotel_zvezda,7806155,Отель Звезда,Star Hotel,Иркутск,"улица Ядринцева, д. 1Ж, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7806155/best_eastern_hotel_zvezda,65,2026-03-17,2026-03-19
otel_tsentral,8748836,Отель Централь,Central Hotel,Иркутск,"переулок Богданова 8, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8748836/otel_tsentral,48,2026-03-17,2026-03-19
kupechesky_dvor_hotel,8059354,Отель Купеческий Дворъ,Kupecheskij Dvor Hotel,Иркутск,"улица Седова, д.10, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8059354/kupechesky_dvor_hotel,14,2026-03-17,2026-03-19
baikalskie_prostory,8476361,Байкальские просторы,Bajkalskie Prostoryi,Листвянка,"улица Чапаева, д. 41, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid8476361/baikalskie_prostory,8,2026-03-17,2026-03-19
legend_of_baikal,7776712,Отель Легенда Байкала,Legenda Bajkala Hotel,Листвянка,"Улица Исток Ангары, д.11, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7776712/legend_of_baikal,35,2026-03-17,2026-03-19
baikal_view_hotel,7681558,Baikal View Hotel,Baikal View Hotel,Хужир,"улица Российская, д. 17, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid7681558/baikal_view_hotel,99,2026-03-17,2026-03-19
baykal_khan_hotel_olkhon,6848973,Отель Байкал-Хан Ольхон,Bajkal-Han Olhon Hotel,Хужир,"улица Ворошилова, д. 18, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid6848973/baykal_khan_hotel_olkhon,40,2026-03-17,2026-03-19
archi_apt_apartments,10211904,Отель Baikal Archi Apt,Baikal Archi Apt Hotel,Иркутск,"ул Некрасова, стр. 3а, помещ. 2, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10211904/archi_apt_apartments,7,2026-03-17,2026-03-19
less_guest_house,11308288,Меблированные комнаты Лесс,Less Living quarters,Листвянка,"улица Куликова, д. 102а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid11308288/less_guest_house,,2026-03-17,2026-03-19
mini_hotel_vizit,13384141,Гостиница Визит,Hotel Vizit,Иркутск,"ул Софьи Перовской, стр. 30, помещ. 4, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid13384141/mini_hotel_vizit,8,2026-03-17,2026-03-19
parus_18,9996236,Курортный отель Парус,Parus Hotel,Листвянка,"улица Горького, д.93А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9996236/parus_18,17,2026-03-17,2026-03-19
malinovka_3,9079016,Малиновка,Malinovka,Листвянка,"улица Суворова, д. 5а, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9079016/malinovka_3,,2026-03-17,2026-03-19
hotel_rodina_grand_hotel_spa_irkutsk_5,11200427,Отель RODINA Grand Hotel & SPA Irkutsk 5*,Hotel Rodina Grand Hotel & Spa Irkutsk 5*,Иркутск,"ул. Николая Гаврилова, стр. 2, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid11200427/hotel_rodina_grand_hotel_spa_irkutsk_5,79,2026-03-17,2026-03-19
armat_hotel,8755884,Отель Armat,Armat Hotel,Иркутск,"улица Ширямова, д.33, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid8755884/armat_hotel,40,2026-03-17,2026-03-19
irkutsk_city_lodge,7729360,Отель Иркутск Сити Лодж,Irkutsk City Lodge Hotel,Иркутск,"ул Байкальская, д. 124/3, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7729360/irkutsk_city_lodge,4,2026-03-17,2026-03-19
vesta_hotel_3,10669982,Отель Веста,Vesta Hotel,Иркутск,"улица Сурнова, д.30/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10669982/vesta_hotel_3,27,2026-03-17,2026-03-19
alaniya,10003444,Алания,Alaniya,Листвянка,"улица Суворова, д.5В, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10003444/alaniya,,2026-03-17,2026-03-19
royal_hotel_33,6362904,Отель Рояль,Royal Hotel,Иркутск,"улица Декабрьских событий, д. 31, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6362904/royal_hotel_33,27,2026-03-17,2026-03-19
kalina_house_olkhon_baikal_guest_house,10608446,Конкордия,Konkordiya,Хужир,"улица Народная, д.15, поселок Хужир, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid10608446/kalina_house_olkhon_baikal_guest_house,8,2026-03-17,2026-03-19
beliy_sobol_parkhotel,8571122,Парк-отель Белый Соболь,Beliy Sobol Park-Hotel,Байкальск,"мкрн. Красный Ключ, д.93, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid8571122/beliy_sobol_parkhotel,32,2026-03-17,2026-03-19
v_samom_tsentre_irkutska_minihotel,10664878,Отель В Сердце Иркутска,V Serdce Irkutska Hotel,Иркутск,"Киевская улица, д.34А, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10664878/v_samom_tsentre_irkutska_minihotel,6,2026-03-17,2026-03-17
atlas_hotel_3,7883850,Гостиница Атлас,Atlas Hotel,Иркутск,"проезд Атласова, д.9, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7883850/atlas_hotel_3,29,2026-03-17,2026-03-19
krestovaya_pad_hotel,7784565,Гостиница Крестовая падь,Krestovaya pad hotel,Листвянка,"ул. Горная, 14-А, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid7784565/krestovaya_pad_hotel,27,2026-03-17,2026-03-19
bajkalkemp,8742801,Байкал-кэмп,Baikal-Camp,Бугульдейка,"Россия, Иркутская область,  Бугульдейка, ул. Пушкина, д. 15, Бугульдейка",https://ostrovok.ru/hotel/russia/irkutsk/mid8742801/bajkalkemp,,2026-03-17,2026-03-19
hotel_kosmos_5,10212636,Отель Космос,Hotel Kosmos,Байкальск,"Гагарина микрорайон, 2а, Байкальск",https://ostrovok.ru/hotel/russia/irkutsk/mid10212636/hotel_kosmos_5,16,2026-03-17,2026-03-19
gostevoj_dom_na_zvezdinskoj,6827039,Отель на Звездинской,Na Zvezdinskoj Hotel,Иркутск,"Улица Звездинская, д. 5/1, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid6827039/gostevoj_dom_na_zvezdinskoj,25,2026-03-17,2026-03-19
hotel_gostinitsa_dinamo,10295894,Отель Динамо,Dinamo Hotel,Иркутск,"улица Баррикад, д.42, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid10295894/hotel_gostinitsa_dinamo,39,2026-03-17,2026-03-19
yolochka,9992200,Меблированные комнаты Ёлочка,Yolochka,Листвянка,"улица Чапаева, д.8, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid9992200/yolochka,6,2026-03-17,2026-03-19
hotel_sozvezdie_baikala,8666978,Отель Созвездие Байкала,Sozvezdie Bajkala Hotel,Листвянка,"Улица Партизанская, д.14, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid8666978/hotel_sozvezdie_baikala,22,2026-03-17,2026-03-19
lazurny_bereg_hotel_,7797591,Гостиница Лазурный берег,Lazurny bereg Hotel,Иркутск,"Байкальская улица, д. 252Б, Иркутск",https://ostrovok.ru/hotel/russia/irkutsk/mid7797591/lazurny_bereg_hotel_,65,2026-03-17,2026-03-19
gostevoy_dom_briz_3,10622187,Меблированные комнаты БРИЗ,Briz,Листвянка,"улица Гудина,71, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid10622187/gostevoy_dom_briz_3,16,2026-03-17,2026-03-19
baykal_shale_guest_house,13431413,Байкал Шале,Baykal Shale,Листвянка,"улица Гудина, д.75, Листвянка",https://ostrovok.ru/hotel/russia/irkutsk/mid13431413/baykal_shale_guest_house,11,2026-03-17,2026-03-19
eko_baikalwood_hotel,8737003,Отель Байкальский лес (BaikalWood Hotel&SPA),Bajkalskij Les (BaikalWood Hotel&SPA) Hotel,Хужир,"улица Светлая, д.5, Хужир",https://ostrovok.ru/hotel/russia/irkutsk/mid8737003/eko_baikalwood_hotel,44,2026-03-17,2026-03-19
